"id","age","workclass","rating","education","edu","family_status","occupation","relationship","origin","gender","gain","loss","hours_weekly","country","income"
3766,42," State-gov",222884," Bachelors",13,1," Adm-clerical"," Not-in-family",5,2,0,0,40," United-States","low"
3772,39," Self-emp-inc",286261," Masters",14,3," Prof-specialty"," Not-in-family",5,1,0,0,40," United-States","low"
3773,49," Private",304864," Some-college",10,1," Tech-support"," Unmarried",3,1,0,0,35," United-States","low"
3776,51," Local-gov",154891," HS-grad",9,1," Protective-serv"," Unmarried",5,2,0,0,52," United-States","low"
3777,56," State-gov",93415," HS-grad",9,5," Adm-clerical"," Unmarried",2,1,0,0,40," United-States","low"
3778,44," Private",187821," Bachelors",13,2," Transport-moving"," Husband",5,2,0,0,55," United-States","low"
3780,27," Local-gov",199343," HS-grad",9,2," Adm-clerical"," Husband",5,2,0,0,38," United-States","low"
3781,18," Private",138917," 11th",7,3," Sales"," Own-child",3,1,0,0,10," United-States","low"
3782,36," Private",48268," HS-grad",9,2," Craft-repair"," Husband",5,2,0,0,40," United-States","low"
3783,34," Local-gov",172664," HS-grad",9,2," Craft-repair"," Husband",5,2,0,0,40," United-States","low"
3785,30," Private",127610," Bachelors",13,3," Sales"," Own-child",5,1,0,0,20," Greece","low"
3787,30," Private",54334," 9th",5,3," Sales"," Not-in-family",5,2,0,0,40," United-States","low"
3790,38," Private",34378," HS-grad",9,2," Sales"," Husband",5,2,0,0,55," United-States","low"
3791,19," Private",201178," HS-grad",9,3," Adm-clerical"," Not-in-family",5,1,0,0,25," United-States","low"
3793,41," Private",277256," Some-college",10,2," Craft-repair"," Husband",5,2,0,0,40," United-States","low"
3795,30," Private",228406," HS-grad",9,4," Adm-clerical"," Unmarried",3,1,0,0,40," United-States","low"
3796,60," Private",27886," 7th-8th",4,1," Other-service"," Not-in-family",5,2,0,0,40," United-States","low"
3797,24," Private",440138," HS-grad",9,3," Priv-house-serv"," Not-in-family",5,1,0,0,45," England","low"
3800,35," Private",241126," Bachelors",13,3," Prof-specialty"," Not-in-family",5,2,0,0,50," United-States","low"
3806,35," Private",176967," Some-college",10,2," Protective-serv"," Husband",5,2,0,0,40," United-States","low"
3807,53," Self-emp-inc",99185," HS-grad",9,2," Craft-repair"," Husband",5,2,0,0,80," Greece","low"
3809,41," Self-emp-not-inc",147110," HS-grad",9,2," Machine-op-inspct"," Husband",5,2,0,0,25," United-States","low"
3811,23," Private",47541," HS-grad",9,2," Machine-op-inspct"," Husband",5,2,0,0,50," United-States","low"
3812,19," Private",168601," 11th",7,3," Other-service"," Other-relative",5,2,0,0,30," United-States","low"
3815,28," Private",124685," Some-college",10,2," Exec-managerial"," Husband",1,2,0,0,55," United-States","low"
3817,41," Local-gov",160785," HS-grad",9,2," Craft-repair"," Husband",5,2,0,0,40," United-States","low"
3818,59," Private",21792," HS-grad",9,5," Other-service"," Not-in-family",5,1,0,0,10," United-States","low"
3820,18," ?",41385," HS-grad",9,2," ?"," Husband",5,2,4507,0,40," United-States","low"
3823,34," Private",136997," HS-grad",9,1," Adm-clerical"," Unmarried",5,1,0,0,35," United-States","low"
3824,47," Private",165229," 12th",8,2," Adm-clerical"," Husband",5,2,0,0,40," United-States","low"
3825,28," Self-emp-not-inc",175710," HS-grad",9,3," Sales"," Own-child",5,1,0,0,40," ?","low"
3829,43," Private",143582," 5th-6th",3,2," Machine-op-inspct"," Wife",2,1,0,2132,72," ?","low"
3831,27," Private",188171," 10th",6,3," Adm-clerical"," Own-child",5,2,0,0,60," United-States","low"
3832,56," Private",71388," 9th",5,4," Other-service"," Unmarried",3,1,0,0,40," United-States","low"
3833,24," Local-gov",248344," Some-college",10,1," Handlers-cleaners"," Not-in-family",3,2,0,0,50," United-States","low"
3835,17," Private",241185," 12th",8,3," Prof-specialty"," Own-child",5,2,0,0,20," United-States","low"
3840,23," State-gov",305498," Assoc-voc",11,3," Tech-support"," Not-in-family",5,1,0,0,40," United-States","low"
3841,18," Private",194897," HS-grad",9,3," Handlers-cleaners"," Own-child",1,2,0,0,40," United-States","low"
3842,39," Self-emp-not-inc",331481," Bachelors",13,1," Craft-repair"," Not-in-family",3,2,0,1672,60," ?","low"
3843,23," Private",133515," Bachelors",13,3," Sales"," Unmarried",5,1,0,0,20," United-States","low"
3845,17," Private",318025," HS-grad",9,3," Other-service"," Other-relative",5,2,0,0,20," United-States","low"
3847,22," Self-emp-not-inc",108506," Assoc-voc",11,3," Farming-fishing"," Not-in-family",1,2,0,0,75," United-States","low"
3849,25," Local-gov",55360," HS-grad",9,3," Craft-repair"," Own-child",3,2,0,0,40," United-States","low"
3850,30," Private",140869," HS-grad",9,3," Other-service"," Unmarried",5,1,0,0,40," United-States","low"
3851,47," ?",294443," Assoc-voc",11,1," ?"," Not-in-family",5,1,0,0,40," United-States","low"
3853,21," Private",200207," HS-grad",9,3," Handlers-cleaners"," Own-child",5,2,0,0,40," United-States","low"
3855,23," Local-gov",442359," Bachelors",13,3," Prof-specialty"," Not-in-family",5,1,0,1095,40," United-States","low"
3856,35," Private",144608," HS-grad",9,2," Machine-op-inspct"," Husband",5,2,0,0,40," United-States","low"
3857,22," Private",219086," Some-college",10,2," Sales"," Husband",5,2,0,0,55," United-States","low"
3858,53," Private",46155," HS-grad",9,2," Priv-house-serv"," Other-relative",5,1,0,0,40," United-States","low"
3860,41," Private",185267," Bachelors",13,2," Prof-specialty"," Husband",5,2,0,0,40," United-States","low"
3863,59," Self-emp-not-inc",32552," HS-grad",9,2," Transport-moving"," Husband",5,2,0,0,48," United-States","low"
3864,53," Private",548580," Some-college",10,2," Craft-repair"," Husband",5,2,0,0,40," Guatemala","low"
3867,25," Private",152046," Bachelors",13,3," Prof-specialty"," Own-child",5,1,0,0,40," Guatemala","low"
3868,20," Self-emp-inc",134815," 9th",5,3," Craft-repair"," Unmarried",5,2,0,628,40," United-States","low"
3869,20," Private",460356," 12th",8,3," Other-service"," Not-in-family",5,2,0,0,30," Mexico","low"
3870,27," Private",200179," HS-grad",9,1," Adm-clerical"," Other-relative",5,1,0,0,40," United-States","low"
3871,46," Private",153254," HS-grad",9,2," Machine-op-inspct"," Husband",3,2,0,0,40," United-States","low"
3872,36," Private",263130," Masters",14,3," Prof-specialty"," Not-in-family",5,1,0,0,40," United-States","low"
3873,26," Private",71009," Bachelors",13,3," Prof-specialty"," Not-in-family",2,1,0,0,40," Philippines","low"
3875,35," State-gov",190759," Masters",14,3," Adm-clerical"," Not-in-family",5,2,0,0,40," United-States","low"
3876,40," Private",115161," HS-grad",9,2," Transport-moving"," Husband",5,2,0,0,30," United-States","low"
3877,22," Private",408383," Some-college",10,3," Transport-moving"," Own-child",5,2,0,0,40," United-States","low"
3879,32," Private",215047," 7th-8th",4,2," Machine-op-inspct"," Husband",5,2,0,0,40," United-States","low"
3880,35," Private",247750," HS-grad",9,5," Other-service"," Unmarried",3,2,0,0,40," United-States","low"
3881,25," Private",233461," Assoc-acdm",12,3," Tech-support"," Not-in-family",5,2,0,0,30," United-States","low"
3885,43," Private",244172," HS-grad",9,4," Transport-moving"," Unmarried",5,2,0,0,40," Mexico","low"
3886,28," Private",56340," Bachelors",13,3," Prof-specialty"," Not-in-family",5,1,0,0,20," United-States","low"
3887,19," Private",208366," HS-grad",9,3," Handlers-cleaners"," Not-in-family",5,2,0,0,40," United-States","low"
3888,57," Private",453233," 10th",6,4," Exec-managerial"," Not-in-family",5,2,0,0,55," United-States","low"
3889,25," Private",243786," Bachelors",13,3," Other-service"," Not-in-family",5,1,0,0,37," United-States","low"
3890,29," Private",174163," Masters",14,3," Prof-specialty"," Not-in-family",5,1,0,0,40," United-States","low"
3891,62," Self-emp-not-inc",39630," HS-grad",9,2," Sales"," Husband",5,2,0,0,40," United-States","low"
3892,24," Private",132327," Some-college",10,2," Sales"," Unmarried",4,1,0,0,30," Ecuador","low"
3893,48," Self-emp-not-inc",90042," Some-college",10,2," Prof-specialty"," Husband",5,2,0,0,49," United-States","low"
3894,22," Private",254351," HS-grad",9,3," Other-service"," Not-in-family",5,2,0,0,45," United-States","low"
3896,28," Private",290429," 7th-8th",4,2," Handlers-cleaners"," Husband",5,2,0,0,50," United-States","low"
3897,67," Private",221281," HS-grad",9,1," Adm-clerical"," Not-in-family",5,1,0,0,15," United-States","low"
3899,31," Private",159979," Some-college",10,3," Sales"," Not-in-family",2,1,0,0,50," United-States","low"
3900,38," Private",54317," Some-college",10,2," Machine-op-inspct"," Husband",5,2,0,0,60," United-States","low"
3903,35," Private",142616," HS-grad",9,4," Other-service"," Own-child",3,1,0,0,30," United-States","low"
3906,35," Local-gov",99146," Bachelors",13,2," Protective-serv"," Husband",5,2,0,0,50," United-States","low"
3907,50," Local-gov",157043," Masters",14,1," Prof-specialty"," Not-in-family",3,1,2201,0,30," ?","low"
3908,32," Local-gov",318647," HS-grad",9,2," Protective-serv"," Husband",5,2,0,0,36," United-States","low"
3909,20," Private",313817," Some-college",10,2," Craft-repair"," Husband",5,2,0,0,40," United-States","low"
3910,19," Private",187724," Some-college",10,3," Other-service"," Own-child",5,1,0,0,25," United-States","low"
3914,20," ?",162667," 11th",7,3," ?"," Unmarried",5,2,0,0,40," El-Salvador","low"
3917,23," Private",169188," Some-college",10,2," Exec-managerial"," Wife",5,1,0,0,25," United-States","low"
3921,17," Private",173740," 10th",6,3," Sales"," Not-in-family",5,1,0,0,15," United-States","low"
3922,25," Private",190350," 10th",6,2," Other-service"," Own-child",5,1,0,0,35," United-States","low"
3924,31," Private",256609," HS-grad",9,2," Handlers-cleaners"," Not-in-family",5,2,0,0,40," Mexico","low"
3925,31," Local-gov",102130," Masters",14,2," Prof-specialty"," Husband",5,2,0,0,45," United-States","low"
3926,39," Private",328466," 11th",7,2," Other-service"," Husband",5,2,2406,0,70," Mexico","low"
3929,30," Self-emp-not-inc",106742," 12th",8,2," Transport-moving"," Husband",5,2,0,0,75," United-States","low"
3932,18," Private",245486," HS-grad",9,3," Other-service"," Own-child",5,1,0,0,20," United-States","low"
3933,31," Self-emp-not-inc",44503," Some-college",10,2," Craft-repair"," Husband",5,2,0,0,40," United-States","low"
3935,21," Self-emp-not-inc",99199," HS-grad",9,2," Craft-repair"," Husband",5,2,0,0,40," United-States","low"
3938,28," Private",163265," 9th",5,2," Sales"," Husband",5,2,4507,0,40," United-States","low"
3939,37," Private",175185," 11th",7,3," Machine-op-inspct"," Not-in-family",5,2,0,0,40," United-States","low"
3940,26," Private",114483," HS-grad",9,3," Craft-repair"," Own-child",5,2,0,0,40," United-States","low"
3941,59," Private",42959," HS-grad",9,5," Other-service"," Not-in-family",5,1,0,0,36," United-States","low"
3942,19," ?",234519," Some-college",10,3," ?"," Own-child",5,2,0,0,35," United-States","low"
3943,55," Private",181242," HS-grad",9,1," Protective-serv"," Not-in-family",5,2,0,0,20," United-States","low"
3944,25," Private",36023," HS-grad",9,2," Transport-moving"," Not-in-family",5,2,0,0,55," United-States","low"
3948,34," Local-gov",207383," Masters",14,5," Prof-specialty"," Not-in-family",5,1,0,0,40," United-States","low"
3949,65," Private",88513," HS-grad",9,2," Sales"," Husband",5,2,0,0,18," United-States","low"
3952,57," Private",35884," HS-grad",9,1," Other-service"," Not-in-family",5,1,0,0,40," United-States","low"
3954,64," Private",256019," Masters",14,3," Prof-specialty"," Not-in-family",5,1,0,0,35," United-States","low"
3955,35," Private",37314," Some-college",10,2," Craft-repair"," Husband",5,2,5012,0,40," United-States","low"
3956,41," Private",176452," HS-grad",9,2," Tech-support"," Husband",5,2,0,0,40," Peru","low"
3957,48," Private",113598," Some-college",10,4," Adm-clerical"," Other-relative",3,1,0,0,40," United-States","low"
3958,21," Private",186314," HS-grad",9,2," Adm-clerical"," Husband",5,2,0,0,40," United-States","low"
3959,20," Private",185706," Some-college",10,3," Sales"," Not-in-family",5,1,0,0,20," United-States","low"
3961,32," Private",255004," HS-grad",9,2," Craft-repair"," Husband",5,2,0,0,50," United-States","low"
3966,36," Private",182074," HS-grad",9,3," Handlers-cleaners"," Own-child",5,2,0,0,40," United-States","low"
3967,52," Private",128871," 7th-8th",4,1," Machine-op-inspct"," Not-in-family",5,1,0,0,64," United-States","low"
3969,36," Private",154669," Bachelors",13,3," Exec-managerial"," Own-child",5,2,0,0,55," United-States","low"
3972,30," Private",241844," HS-grad",9,4," Handlers-cleaners"," Own-child",3,2,0,0,40," United-States","low"
3973,35," Self-emp-not-inc",381931," HS-grad",9,2," Farming-fishing"," Husband",5,2,0,0,55," United-States","low"
3976,31," Private",62932," HS-grad",9,3," Craft-repair"," Own-child",5,2,0,0,40," United-States","low"
3977,52," Federal-gov",192065," Some-college",10,4," Exec-managerial"," Not-in-family",5,1,0,0,40," United-States","low"
3978,45," Federal-gov",311671," Assoc-voc",11,2," Protective-serv"," Husband",5,2,3907,0,40," United-States","low"
3979,29," Local-gov",152461," Bachelors",13,3," Tech-support"," Not-in-family",5,1,0,0,40," United-States","low"
3980,30," Private",433325," 10th",6,2," Craft-repair"," Husband",5,2,0,0,40," Mexico","low"
3981,37," Private",257042," HS-grad",9,1," Craft-repair"," Unmarried",5,2,1505,0,40," United-States","low"
3982,62," Private",96460," HS-grad",9,4," Prof-specialty"," Not-in-family",5,1,0,0,40," United-States","low"
3983,26," Private",152436," HS-grad",9,1," Adm-clerical"," Not-in-family",5,1,0,0,50," United-States","low"
3984,18," Private",312353," 12th",8,3," Other-service"," Own-child",3,2,0,0,20," United-States","low"
3986,33," Private",190511," 7th-8th",4,1," Handlers-cleaners"," Not-in-family",5,2,2175,0,35," United-States","low"
3987,33," Private",110998," HS-grad",9,3," Other-service"," Other-relative",1,1,0,0,36," United-States","low"
3990,34," Private",362787," HS-grad",9,3," Machine-op-inspct"," Unmarried",3,1,0,0,40," United-States","low"
3992,20," Private",204641," Some-college",10,3," Other-service"," Own-child",5,2,0,0,40," United-States","low"
3993,59," Private",100453," 7th-8th",4,4," Other-service"," Own-child",3,1,0,0,38," United-States","low"
3994,49," Private",334787," HS-grad",9,2," Other-service"," Husband",5,2,0,0,40," United-States","low"
3998,28," Private",114673," Masters",14,3," Prof-specialty"," Unmarried",1,1,0,0,40," United-States","low"
3999,39," Local-gov",102953," HS-grad",9,2," Other-service"," Husband",5,2,0,0,40," United-States","low"
4001,53," Private",403121," HS-grad",9,1," Adm-clerical"," Not-in-family",5,1,0,0,30," United-States","low"
4002,26," Private",166666," Some-college",10,3," Other-service"," Not-in-family",5,1,0,0,35," United-States","low"
4003,21," Private",303187," Some-college",10,3," Handlers-cleaners"," Own-child",2,2,0,0,40," Philippines","low"
4004,57," Private",122497," 9th",5,5," Other-service"," Unmarried",3,2,0,0,52," ?","low"
4006,35," Private",335704," Assoc-acdm",12,2," Sales"," Husband",5,2,0,0,60," United-States","low"
4007,54," Self-emp-not-inc",192654," Bachelors",13,1," Transport-moving"," Not-in-family",5,2,0,0,65," United-States","low"
4010,25," Private",198870," Bachelors",13,3," Adm-clerical"," Own-child",3,2,0,0,35," United-States","low"
4011,44," Self-emp-not-inc",254303," Some-college",10,1," Other-service"," Not-in-family",5,2,0,0,45," United-States","low"
4012,26," Private",269060," HS-grad",9,3," Adm-clerical"," Not-in-family",5,1,0,0,40," United-States","low"
4014,26," State-gov",93806," Some-college",10,3," Adm-clerical"," Other-relative",5,2,0,0,25," United-States","low"
4015,26," Private",182380," HS-grad",9,1," Craft-repair"," Not-in-family",5,2,0,0,40," United-States","low"
4017,22," Private",35663," HS-grad",9,3," Other-service"," Not-in-family",5,1,0,0,40," United-States","low"
4020,32," Self-emp-not-inc",121058," HS-grad",9,2," Farming-fishing"," Husband",5,2,0,0,60," United-States","low"
4022,20," ?",218875," Some-college",10,3," ?"," Other-relative",5,1,0,0,20," United-States","low"
4023,29," Private",102875," 11th",7,2," Handlers-cleaners"," Own-child",3,2,0,0,20," United-States","low"
4025,21," ?",102323," Some-college",10,3," ?"," Own-child",5,2,0,0,30," United-States","low"
4028,17," Private",413557," 11th",7,3," Adm-clerical"," Own-child",5,1,0,0,32," United-States","low"
4030,28," Private",398220," Some-college",10,2," Machine-op-inspct"," Husband",5,2,0,0,40," Mexico","low"
4031,17," Private",93235," 12th",8,3," Other-service"," Own-child",5,1,0,1724,25," United-States","low"
4032,61," Private",668362," 1st-4th",2,5," Handlers-cleaners"," Not-in-family",5,1,0,0,40," United-States","low"
4033,25," Private",210794," Some-college",10,3," Machine-op-inspct"," Own-child",5,1,0,0,40," United-States","low"
4034,21," ?",116934," Some-college",10,3," ?"," Own-child",5,1,0,0,40," United-States","low"
4036,35," Private",197365," HS-grad",9,2," Farming-fishing"," Husband",5,2,0,0,40," United-States","low"
4037,66," Private",199374," Masters",14,5," Sales"," Unmarried",5,1,0,0,20," United-States","low"
4040,27," Self-emp-not-inc",229126," Bachelors",13,3," Prof-specialty"," Not-in-family",2,1,0,0,30," United-States","low"
4043,28," Private",189186," Assoc-voc",11,3," Sales"," Not-in-family",5,2,0,0,40," United-States","low"
4048,31," Private",211334," Some-college",10,2," Craft-repair"," Husband",5,2,2406,0,65," United-States","low"
4049,27," Private",96219," HS-grad",9,1," Other-service"," Own-child",5,1,3417,0,32," United-States","low"
4050,56," Private",232139," HS-grad",9,1," Transport-moving"," Not-in-family",5,2,0,0,40," United-States","low"
4051,17," Private",211870," 9th",5,3," Other-service"," Not-in-family",5,2,0,0,6," United-States","low"
4053,48," ?",112860," 10th",6,2," ?"," Wife",3,1,0,0,35," United-States","low"
4055,56," Self-emp-not-inc",144380," Some-college",10,2," Prof-specialty"," Not-in-family",3,2,0,0,50," United-States","low"
4057,49," Private",211005," Some-college",10,2," Machine-op-inspct"," Husband",3,2,0,0,60," United-States","low"
4059,61," Private",98776," 11th",7,5," Handlers-cleaners"," Not-in-family",5,1,0,0,30," United-States","low"
4060,20," Private",380544," Assoc-acdm",12,3," Transport-moving"," Own-child",5,2,0,0,20," United-States","low"
4062,23," ?",280134," HS-grad",9,3," ?"," Own-child",5,2,0,0,40," United-States","low"
4063,46," Private",107425," HS-grad",9,1," Sales"," Not-in-family",5,1,0,0,40," United-States","low"
4066,27," Local-gov",189775," 12th",8,3," Other-service"," Own-child",3,1,0,0,44," United-States","low"
4069,21," Private",348092," HS-grad",9,3," Other-service"," Not-in-family",3,2,0,0,40," Haiti","low"
4070,49," State-gov",31650," Bachelors",13,2," Prof-specialty"," Other-relative",5,1,0,0,45," United-States","low"
4071,28," Self-emp-not-inc",149324," Some-college",10,2," Prof-specialty"," Husband",5,2,0,0,7," United-States","low"
4072,31," Self-emp-inc",103435," HS-grad",9,2," Exec-managerial"," Husband",5,2,0,0,50," United-States","low"
4074,21," Private",194723," Some-college",10,3," Adm-clerical"," Other-relative",5,1,0,0,40," Mexico","low"
4076,27," Private",110931," HS-grad",9,2," Adm-clerical"," Husband",5,2,0,0,40," United-States","low"
4077,32," Local-gov",159187," Bachelors",13,3," Prof-specialty"," Not-in-family",5,2,0,0,35," United-States","low"
4078,21," Private",199419," Some-college",10,3," Adm-clerical"," Not-in-family",5,1,0,0,40," United-States","low"
4079,65," Private",174056," 7th-8th",4,2," Machine-op-inspct"," Husband",5,2,0,0,40," United-States","low"
4080,39," Private",179137," HS-grad",9,3," Adm-clerical"," Not-in-family",5,1,0,0,40," United-States","low"
4081,27," Self-emp-inc",89718," Some-college",10,4," Sales"," Own-child",5,1,0,0,40," United-States","low"
4082,23," Private",249277," HS-grad",9,3," Exec-managerial"," Own-child",3,2,0,0,75," United-States","low"
4083,38," Private",298841," Some-college",10,3," Exec-managerial"," Not-in-family",5,1,0,0,45," United-States","low"
4085,17," ?",74685," 10th",6,3," ?"," Own-child",5,2,0,0,20," United-States","low"
4087,41," Local-gov",107327," Assoc-voc",11,1," Prof-specialty"," Unmarried",5,1,0,0,40," United-States","low"
4088,22," Private",56582," HS-grad",9,3," Farming-fishing"," Not-in-family",5,2,0,0,50," United-States","low"
4089,17," Private",277112," 11th",7,3," Sales"," Own-child",5,2,0,0,30," United-States","low"
4091,35," Private",272944," Bachelors",13,1," Transport-moving"," Not-in-family",5,2,0,0,40," United-States","low"
4092,39," Federal-gov",257175," Bachelors",13,1," Tech-support"," Unmarried",3,1,0,628,40," United-States","low"
4093,29," Private",131913," Some-college",10,3," Adm-clerical"," Other-relative",3,1,0,0,40," United-States","low"
4094,19," Private",277695," Preschool",1,3," Farming-fishing"," Not-in-family",5,2,0,0,36," Hong","low"
4095,67," Federal-gov",223257," HS-grad",9,5," Other-service"," Unmarried",5,2,0,0,40," United-States","low"
4096,54," Local-gov",135840," 10th",6,2," Protective-serv"," Husband",5,2,0,0,45," United-States","low"
4097,31," Private",257644," 11th",7,3," Transport-moving"," Unmarried",5,2,0,0,40," United-States","low"
4100,38," Federal-gov",104236," Assoc-acdm",12,1," Adm-clerical"," Unmarried",5,1,1470,0,40," United-States","low"
4101,22," Private",236769," Bachelors",13,3," Prof-specialty"," Not-in-family",5,2,0,0,20," England","low"
4102,37," Private",216845," Preschool",1,2," Farming-fishing"," Husband",5,2,0,0,40," Mexico","low"
4103,45," Local-gov",331482," Assoc-acdm",12,1," Tech-support"," Own-child",5,2,0,0,40," United-States","low"
4105,21," Private",73679," Some-college",10,3," Exec-managerial"," Own-child",5,1,0,0,40," United-States","low"
4106,34," Private",114639," Some-college",10,3," Handlers-cleaners"," Other-relative",5,2,0,0,20," United-States","low"
4108,43," Private",326701," 5th-6th",3,4," Craft-repair"," Not-in-family",4,2,0,0,40," Mexico","low"
4111,18," State-gov",427515," HS-grad",9,3," Adm-clerical"," Own-child",3,1,0,0,20," United-States","low"
4113,61," Private",27086," HS-grad",9,1," Transport-moving"," Not-in-family",5,2,0,0,40," United-States","low"
4114,51," Local-gov",114508," 9th",5,4," Other-service"," Other-relative",5,1,0,0,40," United-States","low"
4115,37," Private",214738," HS-grad",9,2," Machine-op-inspct"," Husband",5,2,0,0,40," United-States","low"
4120,73," ?",132256," Bachelors",13,5," ?"," Unmarried",5,1,0,0,7," United-States","low"
4124,20," Private",117109," Some-college",10,3," Adm-clerical"," Other-relative",3,1,0,0,24," United-States","low"
4129,28," State-gov",239130," Some-college",10,1," Other-service"," Unmarried",5,2,0,0,40," United-States","low"
4131,43," Private",193672," HS-grad",9,2," Machine-op-inspct"," Husband",5,2,0,0,40," United-States","low"
4132,65," Private",115890," Bachelors",13,2," Transport-moving"," Husband",5,2,0,0,20," United-States","low"
4133,54," Self-emp-inc",195904," Assoc-voc",11,2," Craft-repair"," Husband",5,2,0,0,40," United-States","low"
4135,19," Private",93762," Some-college",10,3," Adm-clerical"," Not-in-family",5,1,0,0,40," United-States","low"
4137,24," Private",324445," HS-grad",9,3," Machine-op-inspct"," Not-in-family",5,1,0,0,40," United-States","low"
4139,30," Private",352105," Bachelors",13,3," Prof-specialty"," Not-in-family",3,1,0,0,40," United-States","low"
4142,30," Private",110594," HS-grad",9,1," Adm-clerical"," Own-child",5,1,0,0,40," United-States","low"
4144,31," Private",193132," Bachelors",13,3," Tech-support"," Not-in-family",5,1,0,0,42," United-States","low"
4145,25," Private",323545," HS-grad",9,3," Tech-support"," Not-in-family",3,1,0,0,40," United-States","low"
4146,41," Private",67065," Assoc-voc",11,2," Sales"," Husband",5,2,0,0,40," United-States","low"
4147,21," Private",186648," Some-college",10,3," Other-service"," Own-child",5,2,0,0,20," United-States","low"
4148,57," Private",233382," Masters",14,3," Exec-managerial"," Not-in-family",5,2,0,0,40," Cuba","low"
4149,33," ?",171637," HS-grad",9,2," ?"," Own-child",5,1,0,0,20," United-States","low"
4150,19," Private",352849," HS-grad",9,3," Sales"," Other-relative",3,1,0,1722,30," United-States","low"
4153,23," Private",201138," Some-college",10,3," Adm-clerical"," Not-in-family",5,1,0,0,8," United-States","low"
4157,23," ?",194031," Some-college",10,3," ?"," Not-in-family",5,1,0,0,25," United-States","low"
4158,23," State-gov",502316," Bachelors",13,3," Prof-specialty"," Not-in-family",5,1,0,0,40," United-States","low"
4159,32," ?",143699," Some-college",10,3," ?"," Unmarried",5,1,0,0,40," United-States","low"
4160,23," Private",107801," Some-college",10,3," Adm-clerical"," Own-child",5,1,0,1620,25," United-States","low"
4162,18," Private",217439," HS-grad",9,3," Other-service"," Not-in-family",5,1,0,0,28," United-States","low"
4163,29," Private",115438," HS-grad",9,4," Craft-repair"," Unmarried",5,2,0,0,35," United-States","low"
4165,35," Private",246449," HS-grad",9,3," Other-service"," Not-in-family",5,2,3324,0,50," United-States","low"
4166,17," Private",250541," 10th",6,3," Other-service"," Own-child",3,2,0,0,20," United-States","low"
4168,39," Private",266347," Some-college",10,2," Sales"," Husband",5,2,0,0,40," United-States","low"
4169,47," Private",133969," Bachelors",13,2," Exec-managerial"," Husband",2,2,2884,0,65," Japan","low"
4171,24," Private",117789," Bachelors",13,3," Prof-specialty"," Own-child",5,1,0,0,40," United-States","low"
4175,27," Private",153078," Prof-school",15,3," Prof-specialty"," Own-child",2,2,0,0,40," United-States","low"
4176,46," Private",184883," 9th",5,2," Machine-op-inspct"," Wife",5,1,0,0,40," United-States","low"
4177,24," Private",299528," Some-college",10,3," Sales"," Not-in-family",2,1,0,0,50," Taiwan","low"
4178,48," Private",349986," Assoc-voc",11,2," Prof-specialty"," Not-in-family",5,2,0,0,40," United-States","low"
4179,21," Local-gov",224640," Assoc-acdm",12,3," Exec-managerial"," Own-child",5,1,0,0,40," United-States","low"
4181,21," Private",184543," HS-grad",9,3," Sales"," Not-in-family",5,1,0,0,40," United-States","low"
4182,28," Private",113635," 12th",8,3," Craft-repair"," Not-in-family",5,2,0,0,40," United-States","low"
4183,37," State-gov",272471," Some-college",10,5," Transport-moving"," Unmarried",5,1,0,0,40," United-States","low"
4186,54," Local-gov",113649," Some-college",10,2," Exec-managerial"," Husband",5,2,0,0,40," United-States","low"
4188,35," State-gov",35626," Some-college",10,1," Adm-clerical"," Unmarried",5,1,0,0,15," United-States","low"
4190,23," Private",311376," Assoc-voc",11,3," Adm-clerical"," Not-in-family",5,1,0,0,40," United-States","low"
4192,45," Private",189802," Some-college",10,1," Adm-clerical"," Not-in-family",5,1,0,0,40," United-States","low"
4193,32," State-gov",479179," 11th",7,3," Protective-serv"," Own-child",5,2,0,0,40," United-States","low"
4194,26," ?",228457," 11th",7,3," ?"," Not-in-family",5,2,0,0,40," United-States","low"
4195,34," Private",234386," Assoc-acdm",12,1," Craft-repair"," Not-in-family",5,2,0,0,50," United-States","low"
4196,25," Private",167835," Assoc-voc",11,3," Prof-specialty"," Own-child",5,1,0,0,35," United-States","low"
4197,27," Private",37088," Bachelors",13,2," Tech-support"," Husband",5,2,0,0,30," United-States","low"
4198,24," Private",259351," Some-college",10,3," Craft-repair"," Unmarried",1,2,0,0,40," Mexico","low"
4199,25," Private",180778," HS-grad",9,3," Craft-repair"," Not-in-family",5,2,0,0,75," United-States","low"
4204,22," Private",663291," Some-college",10,2," Machine-op-inspct"," Husband",5,2,2104,0,40," United-States","low"
4208,28," Private",298510," Assoc-acdm",12,3," Adm-clerical"," Own-child",5,2,0,0,40," United-States","low"
4209,22," Private",117779," Bachelors",13,3," Prof-specialty"," Own-child",5,2,0,0,40," United-States","low"
4210,18," Private",184101," 11th",7,3," Farming-fishing"," Own-child",5,2,0,0,6," United-States","low"
4211,27," Private",167501," Bachelors",13,2," Prof-specialty"," Wife",5,1,0,0,40," United-States","low"
4212,34," Private",483777," HS-grad",9,3," Handlers-cleaners"," Not-in-family",3,2,0,0,40," United-States","low"
4217,55," Self-emp-not-inc",149168," HS-grad",9,2," Farming-fishing"," Husband",5,2,0,0,30," United-States","low"
4218,19," Private",291181," HS-grad",9,3," Sales"," Other-relative",5,1,0,0,28," Mexico","low"
4219,43," Private",199689," Bachelors",13,2," Sales"," Unmarried",5,1,0,0,20," United-States","low"
